id	x	y	z	fwhm_x	fwhm_y	e	tilt	co_max	cx_max	xpd sub_spill   main_spill
1886	0,003269	-0,272135	30	0,356068	0,34981	1,017888	-26,618253	54,58	8,89	45,7	0,000343	0,005369
1908	0,00471	-0,326584	35	0,361652	0,351667	1,028395	-21,721445	54,47	11,27	43,2	0,000508	0,006103
1929	0,059248	0,3266	35	0,363217	0,350828	1,035313	30,863368	54,45	10,59	43,86	0,000526	0,006561
1949	0,057811	0,272148	30	0,357163	0,349408	1,022196	35,017722	54,57	9,43	45,14	0,000362	0,006461
1968	0,056713	0,217996	20	0,346037	0,349429	1,009801	-41,857467	54,73	7,42	47,31	0,000268	0,006722
1988	0,055822	0,163557	15	0,345282	0,34635	1,003095	-61,640996	54,79	5,48	49,31	0,000202	0,006424
2008	0,055202	0,109102	10	0,343915	0,344641	1,002111	-15,73534	54,84	2,26	52,58	0,000164	0,006689
2028	0,054855	0,054594	5	0,343034	0,343334	1,000873	-1,912582	54,88	-1,35	56,23	0,000145	0,006347
2048	0,05478	0	0	0,343377	0,342782	1,001736	-0,000002	54,88	-2,55	57,42	0,000142	0,00661
2070	0,054855	-0,054594	5	0,343034	0,343334	1,000873	1,912739	54,88	-1,35	56,23	0,000145	0,006347
2092	0,055202	-0,109102	10	0,343915	0,344641	1,002111	15,735285	54,84	2,26	52,58	0,000164	0,006689
2114	0,055822	-0,163557	15	0,345281	0,346351	1,003097	61,596766	54,79	5,48	49,31	0,000202	0,006424
2136	0,056713	-0,217996	20	0,346037	0,349428	1,009801	41,858211	54,73	7,42	47,31	0,000268	0,006722
2159	0,057811	-0,272148	30	0,357164	0,349407	1,0222	-35,002089	54,57	9,43	45,14	0,000362	0,006461
2181	0,059248	-0,3266	35	0,363217	0,350828	1,035313	-30,863363	54,45	10,59	43,86	0,000526	0,006561
2203	0,113944	0,326318	40	0,370421	0,351306	1,05441	38,842225	54,36	11,06	43,3	0,000562	0,007199
2222	0,112641	0,27222	30	0,358904	0,348869	1,028764	42,12858	54,54	9,88	44,66	0,000409	0,006954
2242	0,111491	0,217808	25	0,3477	0,353598	1,016965	-41,740251	54,64	8,02	46,62	0,000301	0,006879
2262	0,110626	0,163416	20	0,349568	0,346535	1,008752	-124,873447	54,72	7,41	47,31	0,000234	0,007283
2281	0,110168	0,10913	10	0,344614	0,3451	1,001411	-7,152814	54,82	5,35	49,47	0,0002	0,00693
2302	0,109743	0,054548	10	0,34446	0,344767	1,000893	-5,411107	54,83	3,77	51,06	0,000175	0,006835
2322	0,109725	0	5	0,343244	0,343627	1,001117	-0,000018	54,87	2,63	52,24	0,000172	0,007195
2344	0,109743	-0,054548	10	0,34446	0,344767	1,000893	5,412581	54,83	3,77	51,06	0,000175	0,006835
2365	0,110168	-0,10913	10	0,344614	0,3451	1,001411	7,152809	54,82	5,35	49,47	0,0002	0,00693
2388	0,110626	-0,163416	20	0,349568	0,346535	1,008753	124,873178	54,72	7,41	47,31	0,000234	0,007283
2410	0,111491	-0,217808	25	0,3477	0,353598	1,016965	41,739565	54,64	8,02	46,62	0,000301	0,006879
2432	0,112641	-0,27222	30	0,358904	0,348869	1,028764	-42,128539	54,54	9,88	44,66	0,000409	0,006954
2455	0,113944	-0,326318	40	0,370421	0,351306	1,05441	-38,842226	54,36	11,06	43,3	0,000562	0,007199
2477	0,168829	0,326094	45	0,379879	0,352218	1,078534	-135,039205	54,22	11,48	42,74	0,000648	0,007589
2496	0,1676	0,272045	35	0,349754	0,365592	1,045283	-40,59235	54,44	11,03	43,41	0,000473	0,007291
2516	0,166465	0,217668	30	0,348828	0,35919	1,029703	-35,881817	54,54	9,86	44,68	0,000357	0,007788
2536	0,165626	0,163311	25	0,34726	0,354019	1,019463	-28,242166	54,65	8,87	45,77	0,000285	0,007327
2556	0,165079	0,108938	20	0,346326	0,350137	1,011006	-17,552754	54,71	7,53	47,18	0,000242	0,007799
2576	0,164826	0,054512	15	0,345254	0,347376	1,006147	-11,621212	54,77	6,43	48,34	0,000221	0,007529
2597	0,164679	0	15	0,34653	0,34726	1,002104	0,000056	54,75	6,45	48,3	0,000212	0,007441
2618	0,164826	-0,054512	15	0,345254	0,347376	1,006147	11,621218	54,77	6,43	48,34	0,000221	0,007529
2640	0,165079	-0,108938	20	0,346326	0,350137	1,011006	17,552757	54,71	7,53	47,18	0,000242	0,007799
2662	0,165626	-0,163311	25	0,34726	0,354019	1,019463	28,242159	54,65	8,87	45,77	0,000285	0,007327
2684	0,166465	-0,217668	30	0,348828	0,35919	1,029703	35,882187	54,54	9,86	44,68	0,000357	0,007788
2706	0,1676	-0,272045	35	0,349754	0,365592	1,045283	40,592351	54,44	11,03	43,41	0,000473	0,007291
2729	0,168829	-0,326094	45	0,379878	0,352211	1,07855	135,041609	54,22	11,48	42,74	0,000648	0,007589
2751	0,223869	0,325904	50	0,352756	0,392184	1,111772	-39,727794	54,05	12,86	41,2	0,000765	0,008342
2770	0,222763	0,271905	40	0,350258	0,3746	1,069497	-34,926733	54,31	11,56	42,75	0,000594	0,007966
2790	0,221659	0,217569	35	0,349121	0,366707	1,050372	-30,159297	54,43	10,73	43,7	0,000449	0,008102
2810	0,220852	0,163241	30	0,348126	0,360382	1,035206	-24,104495	54,54	10,1	44,44	0,000361	0,007861
2830	0,220341	0,108891	25	0,347375	0,35534	1,02293	-15,808139	54,62	9,33	45,29	0,000313	0,007979
2851	0,219885	0,054428	25	0,346795	0,354851	1,023231	-9,140508	54,64	8,89	45,76	0,000281	0,008013
2871	0,219983	0	20	0,346211	0,351507	1,015299	-0,000001	54,7	8,73	45,97	0,000279	0,008078
2893	0,219885	-0,054428	25	0,346795	0,354851	1,023231	9,140508	54,64	8,89	45,76	0,000281	0,008013
2914	0,220341	-0,108891	25	0,347375	0,35534	1,02293	15,808141	54,62	9,33	45,29	0,000313	0,007979
2936	0,220852	-0,163241	30	0,348126	0,360382	1,035206	24,104501	54,54	10,1	44,44	0,000361	0,007861
2958	0,221659	-0,217569	35	0,349121	0,366707	1,050372	30,159299	54,43	10,73	43,7	0,000449	0,008102
2980	0,222763	-0,271905	40	0,350258	0,3746	1,069497	34,926733	54,31	11,56	42,75	0,000594	0,007966
3003	0,223869	-0,325904	50	0,352756	0,392184	1,111772	39,727792	54,05	12,86	41,2	0,000765	0,008342
3024	0,279492	0,32617	50	0,350854	0,397679	1,133462	-34,367081	54,02	13,48	40,54	0,00095	0,009472
3045	0,277777	0,271489	50	0,35125	0,39443	1,122933	-30,684484	54,06	12,85	41,21	0,000706	0,008627
3065	0,276703	0,217235	45	0,350905	0,383996	1,094299	-25,983197	54,19	12,15	42,03	0,000562	0,008788
3085	0,275961	0,162998	40	0,349923	0,375098	1,071945	-20,719054	54,31	11,21	43,1	0,000473	0,0088
3105	0,275521	0,108736	35	0,349124	0,367931	1,053869	-14,443144	54,42	11,02	43,4	0,000419	0,008746
3125	0,275367	0,054413	30	0,348134	0,362122	1,040178	-7,01553	54,51	10,72	43,79	0,000388	0,008743
3146	0,275211	0	30	0,347485	0,361838	1,041303	0	54,53	10,29	44,24	0,000375	0,009162
3167	0,275367	-0,054413	30	0,348134	0,362122	1,040178	7,01553	54,51	10,72	43,79	0,000388	0,008743
3189	0,275521	-0,108736	35	0,349124	0,367931	1,053869	14,443143	54,42	11,02	43,4	0,000419	0,008746
3211	0,275961	-0,162998	40	0,349923	0,375098	1,071945	20,719053	54,31	11,21	43,1	0,000473	0,0088
3233	0,276703	-0,217235	45	0,350905	0,383996	1,094299	25,983193	54,19	12,15	42,03	0,000562	0,008788
3255	0,277777	-0,271489	50	0,35125	0,39443	1,122933	30,684483	54,06	12,85	41,21	0,000706	0,008627
3276	0,279492	-0,32617	50	0,350854	0,397679	1,133462	34,367083	54,02	13,48	40,54	0,00095	0,009472
3297	0,335293	0,326679	50	0,35095	0,404582	1,152821	-30,414639	53,95	13,95	40	0,001133	0,010219
3318	0,333326	0,271998	50	0,35077	0,401112	1,14352	-26,751477	53,99	13,38	40,61	0,000798	0,010065
3339	0,331717	0,217468	50	0,351115	0,398046	1,133661	-22,41406	54,02	12,87	41,15	0,000577	0,010663
3360	0,330462	0,163029	50	0,351985	0,395278	1,122996	-17,597785	54,04	13,01	41,03	0,00043	0,010768
3380	0,329983	0,108774	45	0,35146	0,385294	1,096266	-12,457245	54,17	12,91	41,25	0,000344	0,010594
3400	0,329892	0,05444	40	0,350706	0,376969	1,074886	-5,864244	54,28	12,41	41,87	0,000301	0,010913
3421	0,329709	0	40	0,350912	0,376494	1,072903	-0,000001	54,28	12,45	41,83	0,000283	0,011169
3442	0,329892	-0,05444	40	0,350706	0,376969	1,074886	5,864243	54,28	12,41	41,87	0,000301	0,010913
3464	0,329983	-0,108774	45	0,35146	0,385294	1,096266	12,457245	54,17	12,91	41,25	0,000344	0,010594
3486	0,330462	-0,163029	50	0,351985	0,395278	1,122996	17,597785	54,04	13,01	41,03	0,00043	0,010768
3507	0,331717	-0,217468	50	0,351115	0,398046	1,133661	22,41406	54,02	12,87	41,15	0,000577	0,010663
3528	0,333326	-0,271998	50	0,35077	0,401112	1,14352	26,751476	53,99	13,38	40,61	0,000798	0,010065
3549	0,335293	-0,326679	50	0,35095	0,404582	1,152821	30,414636	53,95	13,95	40	0,001133	0,010219
